g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8
0.319,1,4,0.0423362255096435,0.0345130584090301,-0.0022480263782971,-0.0040455167694277,-0.0061147443147357,-0.1231923515098389,-4.086376609055432,-inf,-inf
0.32,1,4,0.0424740314483642,0.0323577156657194,-0.0033066056782525,-0.0060309319764235,-0.0076405598929585,-0.1250915353667435,-4.046027422593766,-inf,-inf
0.321,1,4,0.0386965274810791,0.0316809955188073,-0.0024107696364424,-0.0061171153989773,-0.0071051973183682,-0.1306402884305657,-3.9250804386638776,-5.401453296403392,-inf
0.322,1,4,0.0419163703918457,0.0055286572925373,-0.002740544671521,-0.0069766358913837,-0.0076910067035916,-0.1470999770641297,-3.243998469302131,-inf,-inf
0.323,1,4,0.0312135219573974,0.0392290473738062,-0.0027261032544758,-0.0060914904543049,-0.0072536662943318,-0.1181248230171254,-3.331122084309485,-5.234220642338114,-inf
0.324,1,4,0.0425894260406494,0.0044187065394407,-0.0021211857518913,-0.0034810092935762,-0.0065386101803743,-0.1761021490794785,-3.821137784970992,-inf,-inf
0.325,1,4,0.0423941612243652,0.0179335034801265,-0.0026994843595861,-0.0043519354294999,-0.0071225022417247,-0.1354279711556966,-2.892794424463707,-inf,-inf
0.326,1,4,0.0432782173156738,0.0084986626762078,-0.0036012289625598,-0.0043227073342611,-0.0062726234238282,-0.1477213235983022,-2.875705493061923,-5.322198748756343,-inf
0.327,1,4,0.0381770133972168,0.0278786728996848,-0.0022460309350725,-0.0047301662989028,-0.0070002308953241,-0.1553219873519575,-3.799256910723603,-inf,-inf
0.328,1,4,0.0313303470611572,0.0046521747779688,-0.0016451231525591,-0.0037366512039997,-0.0063179802296936,-0.1422778997507358,-3.3523410817499286,-5.336096366402565,-inf
0.329,1,4,0.0416681766510009,0.0219647869792032,-0.002550960584316,-0.0058051259128831,-0.0086222007858311,-0.1321690548740872,-2.2934953795197504,-inf,-inf
0.33,1,4,0.041579246520996,0.0071031341427019,-0.0027556271009649,-0.0052569079323126,-0.0079172528179227,-0.1374662308560091,-3.40406635439292,-inf,-inf
0.331,1,4,0.0305314064025878,0.0245313903413355,-0.0024735204873465,-0.0049236406988246,-0.0062559392893242,-0.1741242561796815,-4.05398953340339,-5.369655291321954,-inf
0.332,1,4,0.042309284210205,0.0210536943307202,-0.0004353532096186,-0.0041695112685999,-0.0067929122733399,-0.1443696730272199,-3.6603995213697273,-inf,-inf
0.333,1,4,0.0394835472106933,0.0014682044123091,-0.001794151228808,-0.0032079349141911,-0.0065746696334601,-0.14904098936868,-4.161735814558247,-5.518355098605481,-inf
0.334,1,4,0.0420770645141601,0.0140857458363494,-0.0014735488144799,-0.003705250735999,-0.0055522002116507,-0.1520905078613213,-3.2230529546371325,-inf,-inf
0.335,1,4,0.0422439575195312,0.018332006584792,-0.0030215860645568,-0.0058144411712101,-0.0066870134099118,-0.135385633673055,-3.6636449967135327,-inf,-inf
0.336,1,4,0.0421640872955322,-0.0017357253865356,-0.0042529121547639,-0.0046144692136274,-0.0055272772638533,-0.1802279423451024,-inf,-inf,-inf
0.337,1,4,0.0306260585784912,0.0133681795948448,-0.0012316885368872,-0.0033496559138613,-0.005605788236499,-0.1372183178306132,-2.995489417469475,-5.575521951228236,-inf
0.338,1,4,0.0423970222473144,0.0167750779185022,-0.0023338027240538,-0.0045227581361254,-0.0070767986362572,-0.1395989933885022,-3.98069219023067,-inf,-inf
0.339,1,4,0.0417966842651367,0.0188416104919645,-0.0029332182915594,-0.0043670712616885,-0.0069346647732985,-0.1535114051478369,-3.6906496314740256,-inf,-inf
0.34,1,4,0.0383894443511962,0.0293978938936556,-0.001885960665701,-0.0058531280509093,-0.0080629371489151,-0.1471372224488018,-3.2495818289466207,-inf,-inf
0.341,1,4,0.0320525169372558,0.0041330235036668,-0.0006262067120463,-0.0031640179912368,-0.005467292120885,-0.1752678288667676,-3.7996842392423886,-5.676813557037123,-inf
0.342,1,4,0.0415749549865722,0.000500151661421,-0.0017546854599013,-0.0034252403382291,-0.0060436877230428,-0.1718604838502561,-3.526543292846657,-inf,-inf
0.343,1,4,0.0428183078765869,0.0121182471280479,-0.0023867054386061,-0.0033672696602012,-0.005907687679037,-0.1531333433596102,-3.904726432441015,-inf,-inf
0.344,1,4,0.0416929721832275,0.0260042592241795,-0.0029821426730684,-0.0038798653347532,-0.0060965467220104,-0.1421176384608846,-3.496344352282901,-inf,-inf
0.345,1,4,0.0417563915252685,0.0143728434804707,-0.0012340810855478,-0.0040529517708053,-0.0066544452297169,-0.1557771774231947,-3.658655531819004,-inf,-inf
0.346,1,4,0.0422618389129638,0.0192204070407146,-0.0017257587055097,-0.0036897890926821,-0.0064596647766224,-0.1459495100247572,-4.116191149812631,-inf,-inf
0.347,1,4,0.0419883728027343,0.0219862447368147,-0.0029979411631469,-0.0042088159654571,-0.0069821211789178,-0.1440941805032373,-4.068216281681232,-inf,-inf
0.348,1,4,0.031832218170166,0.0083163514710319,-0.0023123455450895,-0.0035658976190885,-0.005872733062514,-0.1611701413284591,-4.042563120332746,-5.502536013309282,-inf
0.349,1,4,0.0425312519073486,0.0035633699783838,-0.0022749128333526,-0.0033906356533513,-0.0054444212935398,-0.1664734749460263,-2.6694049022482385,-inf,-inf
0.35,1,4,0.0389275550842285,0.0015457322467646,-0.0026996145320802,-0.0031617730872373,-0.0061872371470679,-0.1459145073400006,-2.347983475162984,-inf,-inf
0.351,1,4,0.0424714088439941,0.0269398116064294,-0.0032456468535224,-0.0034593632273127,-0.0058438629816786,-0.1511452362389964,-3.506244607427217,-inf,-inf
0.352,1,4,0.0428640842437744,0.0018390170230064,-0.0025431331868845,-0.0025963010342018,-0.0043066614509228,-0.1605786873641795,-3.3349604335852208,-inf,-inf
0.353,1,4,0.0316641330718994,0.0105198926274076,-0.0015469370169081,-0.0033938050086577,-0.0060533761540082,-0.1672320729739487,-3.975026147667404,-5.467766425351004,-inf
0.354,1,4,0.0413780212402343,0.0135021725343597,-0.0017286850856973,-0.0026393386496658,-0.0048188655738056,-0.1678287289914893,-3.653768332742733,-inf,-inf
0.355,1,4,0.0390264987945556,0.0030110940412441,-0.0025214855799227,-0.0028947957066015,-0.0059291784184417,-0.1628792886718413,-3.437470640940788,-inf,-inf
0.356,1,4,0.0418927669525146,0.0104864698121798,-0.0015526363593217,-0.0043257195496431,-0.0061612786504699,-0.1487756307903227,-4.035665841391856,-inf,-inf
0.357,1,4,0.0425543785095214,0.0016764766073289,-0.0020913182977007,-0.0028541922770961,-0.0058348413819798,-0.1721765318579437,-4.059476365225276,-inf,-inf
0.358,1,4,0.0387337207794189,0.0154692850786683,-0.0019571838983808,-0.0020777485215068,-0.0056070790737582,-0.1523457393032901,-3.347169108663524,-inf,-inf
0.359,1,4,0.0311067104339599,0.0129449221481112,-0.0022844415999189,-0.0028159145614848,-0.0072794503370982,-0.149411987207876,-2.728865882300925,-4.916811293037604,-inf
0.36,1,4,0.0426571369171142,0.0047286135611169,-0.0031069257385448,-0.0057164649241643,-0.0073822899304362,-0.1498441978815229,-2.6949670992975543,-inf,-inf
0.361,1,4,0.0426127910614013,0.0053387175669179,-0.0010599357162772,-0.0029171712992639,-0.0057480147946447,-0.1656241893543336,-4.229731771427617,-inf,-inf
0.362,1,4,0.0426306724548339,0.0006968301960777,-0.0023693466485988,-0.0028639472728124,-0.0054976539720919,-0.1692500413941431,-3.221214375715164,-inf,-inf
0.363,1,4,0.0419127941131591,0.0125390304313315,-0.0033583859973917,-0.0034075055500787,-0.0063926762668783,-0.1616312320248333,-3.88580248292182,-inf,-inf
0.364,1,4,0.0419428348541259,0.0003210927154251,-0.0019390493071219,-0.003043139411939,-0.0063124554643383,-0.1388183405423755,-3.464135089407569,-inf,-inf
0.365,1,4,0.0316672325134277,0.0018397720872549,-0.0026893137761818,-0.0032348889827352,-0.0062612483255461,-0.1663105943853967,-3.19907758557851,-5.643331852556764,-inf
0.366,1,4,0.0424091815948486,0.018114286158587,-0.0016650965310425,-0.0062386306117744,-0.007246675041815,-0.1521924621533028,-2.4126826518674407,-inf,-inf
0.367,1,4,0.0423128604888916,0.0026699800618557,-0.0018724267072544,-0.0047052339193344,-0.0081103641121204,-0.1348877957636396,-3.0686504047052923,-inf,-inf
0.368,1,4,0.0384888648986816,0.0089297979766106,-0.0034696268410464,-0.0040783598839785,-0.0067085210387485,-0.1489326016479402,-3.6163040246067375,-inf,-inf
0.369,1,4,0.0424342155456543,0.011552744507888,-0.0014246959554551,-0.004007822615357,-0.0061380043469895,-0.1652241892048599,-4.066929564960664,-inf,-inf
0.37,1,4,0.0421962738037109,0.0022447214911436,-0.0026793927575874,-0.0034250037987089,-0.0054971324680562,-0.1784921806562437,-3.0563465820159905,-inf,-inf
0.371,1,4,0.030571699142456,0.0036516180499445,-0.0029511318173837,-0.0031084558144549,-0.0052725409180616,-0.1539118341806278,-4.168009957572807,-6.262738750771645,-inf
0.372,1,4,0.0425786972045898,0.0130710871487406,-0.0024452660865698,-0.002646057376219,-0.0067335985798838,-0.1752351364727536,-4.540045491022082,-inf,-inf
0.373,1,4,0.0415084362030029,0.0035555792904807,-0.0023100848417483,-0.0046945385805788,-0.0055287126237548,-0.158751737558293,-3.638907348027253,-inf,-inf
0.374,1,4,0.0421843528747558,0.0029715500067503,-0.0005962875328052,-0.0041975795884021,-0.0054578510999165,-0.2215190971300135,-4.582022468984537,-inf,-inf
0.375,1,4,0.0423464775085449,0.0243747295752376,-0.0022081343244266,-0.0032919085194376,-0.0063529463593037,-0.1703222418400071,-4.445313861783414,-inf,-inf
0.376,1,4,0.0420780181884765,0.0114586037278376,-0.0013795746235071,-0.003210786101944,-0.0056369490798929,-0.1876873153617863,-4.335694971046896,-inf,-inf
0.377,1,4,0.0414519309997558,0.0035595026197808,-0.0009358628659683,-0.0027365832298796,-0.0050694486403774,-0.2224466063938303,-5.030617611783955,-inf,-inf
0.378,1,4,0.038511037826538,-0.0013863690015666,-0.0024933001505872,-0.0032368958293169,-0.0060622889687736,-0.1511457903740146,-4.079853281596529,-inf,-inf
0.379,1,4,0.0319018363952636,0.0028768967352656,-0.0027379938170291,-0.0036138508747909,-0.0054366642934563,-0.1865566218755902,-3.847413043261435,-5.791299809549708,-inf
0.38,1,4,0.0419027805328369,0.0013442603077323,-0.0027870853512321,-0.0032155018568534,-0.0046268680847761,-0.1842809652206544,-3.832941501109338,-inf,-inf
0.381,1,4,0.0418498516082763,0.002890940686723,-0.0024647055777134,-0.0049849427142009,-0.0056566888738997,-0.2101612402111271,-4.645414620957898,-inf,-inf
0.382,1,4,0.0426015853881835,0.0080509393386554,-0.0025198431766845,-0.0043768316179572,-0.0065356604511244,-0.1498966210492679,-2.9436619745404493,-inf,-inf
0.383,1,4,0.0424070358276367,0.0050004769998393,-0.0021557577324264,-0.0028665091380006,-0.0048929279132794,-0.1878065889699649,-4.18723990586817,-inf,-inf
0.384,1,4,0.0320184230804443,0.0010477970768472,-0.0014655118789033,-0.0034626105647526,-0.0054241496797803,-0.1945674396408437,-3.629575265089803,-6.143462028355439,-inf
0.385,1,4,0.0415222644805908,0.0225422335783425,-0.0021034364121674,-0.0051486394318732,-0.0062088323150496,-0.2112689088027286,-4.689977589167831,-inf,-inf
0.386,1,4,0.0384178161621093,0.0213686454063175,-0.0020660774834299,-0.0044687922794448,-0.0069607113003587,-0.2074188270000149,-4.907851965628367,-inf,-inf
0.387,1,4,0.04217529296875,0.0118933890297324,-0.0025239482004172,-0.0029280401983158,-0.0052102994042861,-0.2314184329417869,-5.507323116014499,-inf,-inf
0.388,1,4,0.0428369045257568,0.0111217460502051,-0.0019402824513198,-0.0047754632836306,-0.004925374136684,-0.2013047727519213,-5.067893105938808,-inf,-inf
0.389,1,4,0.0417721271514892,0.0044700823707125,-0.0017928335924784,-0.0042031329180691,-0.0055000434989828,-0.2145552829313612,-4.300103706675134,-inf,-inf
0.39,1,4,0.0307319164276123,0.0118738054279718,-0.000321864631824,-0.0029598386760857,-0.0054168454986309,-0.2386344804481564,-5.355431398441375,-6.35020815195398,-inf
0.391,1,4,0.0426886081695556,0.0222578207898105,-0.0018641754985769,-0.0045906405727623,-0.0065445550386437,-0.2078976290864566,-4.920527174452504,-inf,-inf
0.392,1,4,0.0415432453155517,0.0109047213165791,-0.0018331086577627,-0.0022000060092343,-0.0056282951602616,-0.2479537088525578,-5.031340238084632,-inf,-inf
0.393,1,4,0.0414855480194091,0.0220418904536518,-0.0011756457159267,-0.0038617214101626,-0.0056731345112968,-0.2108817889035827,-5.202576308759277,-inf,-inf
0.394,1,4,0.0388948917388916,0.0134715233450754,-0.0020122084878392,-0.0030030073000705,-0.0056523794602724,-0.2369944873546459,-4.946922002333652,-inf,-inf
0.395,1,4,0.0319273471832275,0.0166683252495312,-0.0015832402819766,-0.003800329179385,-0.0061679981709141,-0.212648268753691,-5.206714128021216,-6.133840984853992,-inf
0.396,1,4,0.0423643589019775,-0.0014359171660664,-0.0017575854567868,-0.0041532408791815,-0.0061175095409289,-0.1894511203745461,-4.477075363158546,-inf,-inf
0.397,1,4,0.0425615310668945,0.0117595352567667,-0.0021202939592994,-0.0034681614871492,-0.0056486303679811,-0.2308490513403963,-5.410142585785857,-inf,-inf
0.398,1,4,0.043177843093872,0.0082637698679227,-0.0014058920408778,-0.0031597024282845,-0.0060881211650761,-0.2243721804658328,-inf,-inf,-inf
0.399,1,4,0.032139778137207,0.0015972865609608,-0.0022123310973974,-0.0034923708890365,-0.0058489826956832,-0.2217498033565617,-5.24240565296478,-6.572082809494843,-inf
0.4,1,4,0.0416221618652343,0.0241417991542848,-0.0022650508449219,-0.0029310522841667,-0.005673305631435,-0.2111220304452802,-5.341708873845139,-inf,-inf
0.401,1,4,0.0416703224182128,0.0124613251884739,-0.0010149997710437,-0.0022568723121428,-0.0051867136388835,-0.2282773675877137,-5.165366791561732,-inf,-inf
0.402,1,4,0.0417141914367675,0.0020463995778666,-0.0008332086350125,-0.0025503948829951,-0.0051242273291747,-0.2481207263905084,-5.207335813063534,-inf,-inf
0.403,1,4,0.041839599609375,0.0215011797468308,-0.0025148168505155,-0.0033891785350812,-0.0052794105653608,-0.2213730781093504,-5.205597743485456,-inf,-inf
0.404,1,4,0.0420253276824951,0.0189432150073471,-0.0001025956125143,-0.0032876281710269,-0.0041885399250016,-0.2361071788277132,-5.285585450793493,-inf,-inf
0.405,1,4,0.0316686630249023,0.0194147234278855,-0.001136593395118,-0.0031618268988857,-0.0055066731234301,-0.2428389828652852,-5.19462922143332,-6.385143132836012,-inf
0.406,1,4,0.0422666072845459,0.0130510499763606,-0.0019487098893859,-0.0035876033154832,-0.00551069434151,-0.2655482307479746,-5.575061437106016,-inf,-inf
0.407,1,4,0.0233354568481445,0.0045042919705363,-0.0015149428717302,-0.0052101999319733,-0.0052184955560898,-0.2792004822514479,-5.772144128563198,-6.991548216921153,-inf
0.408,1,4,0.0311253070831298,0.0080869673418308,-0.001048412647496,-0.0032093822951575,-0.0056559969968707,-0.2374847626805485,-4.566384705986703,-6.253307924508281,-inf
0.409,1,4,0.0318632125854492,0.0134119924618495,-0.0002701992857308,-0.0033147757787664,-0.0058801785138253,-0.2384690755905337,-5.074709478969028,-6.487214284289498,-inf
0.41,1,4,0.0427792072296142,0.0170294906323719,-0.0024693521218511,-0.0037789977685327,-0.004765953214259,-0.2390678152870413,-4.685691770639634,-inf,-inf
0.411,1,4,0.0412096977233886,0.0051533808111939,-0.0019721795222714,-0.0031622856142403,-0.0065315379072278,-0.2530146575711825,-5.211036771999741,-inf,-inf
0.412,1,4,0.0416395664215087,0.037318805769102,-0.0019191182457396,-0.005258105390992,-0.0058927366318322,-0.2048855915695892,-5.264869819906582,-inf,-inf
0.413,1,4,0.0314428806304931,0.0075811155183843,-0.0004616094699476,-0.0026031470962865,-0.0060530698784939,-0.2419657013974116,-5.262087067743256,-6.714971964248065,-inf
0.414,1,4,0.0236880779266357,0.0269412315128856,-0.0014069355347438,-0.0028843336909457,-0.0048089598612138,-0.2484108427371721,-5.702680382503162,-6.88317148236608,-inf
0.415,1,4,0.0310878753662109,0.0076343445920022,-0.0004131706498384,-0.0024989239890157,-0.0044288236386167,-0.2845945545048774,-5.9026353247869325,-6.865118932369559,-inf
0.416,1,4,0.0318245887756347,0.0087954227012426,-0.0012604021510059,-0.0046288768251569,-0.006010618485641,-0.2671810782530884,-5.723172551330803,-6.72691804134902,-inf
0.417,1,4,0.0415177345275878,0.0188379113033529,-0.0015668920635701,-0.0023549990759698,-0.0058851035744796,-0.2588561337756587,-5.597773275454335,-inf,-inf
0.418,1,4,0.0425107479095459,0.0166146398698475,-0.0015611846811626,-0.0029674091877004,-0.0059107899741933,-0.2629092983790618,-6.041354508496642,-inf,-inf
0.419,1,4,0.0311958789825439,0.0167684607845324,-0.0013536299320077,-0.0025912152998809,-0.0047629997526027,-0.2757998546966461,-5.809079841741475,-6.965392711867805,-inf
0.42,1,4,0.0425043106079101,0.0105127094117378,-0.0011165347591342,-0.0019306379051546,-0.0045075091122727,-0.2909185855668395,-6.050325701022216,-inf,-inf
0.421,1,4,0.0316371917724609,0.0054610775987369,-0.0015350319715077,-0.0029047503599587,-0.0050970925734709,-0.2729563604359824,-5.565624013783613,-6.762272474246736,-inf
0.422,1,4,0.0233197212219238,0.0005513020035747,-0.0015832827817883,-0.0017916494988713,-0.0048214233815265,-0.2845038982931161,-6.269756878748689,-7.2751291795790225,-inf
0.423,1,4,0.0419251918792724,0.0125654075160373,-0.000799609997909,-0.0021385418057294,-0.0045563449827068,-0.2695824497978515,-5.354738944951133,-6.517065413366674,-inf
0.424,1,4,0.0420918464660644,0.0142421686909779,-0.0009802535318895,-0.0024102443273258,-0.0041723435938905,-0.2827734172827321,-5.735488538788936,-inf,-inf
0.425,1,4,0.0340113639831543,0.0225214023055197,-0.000270404706576,-0.0040675473183215,-0.0050046752812606,-0.3056850831886303,-5.568847834322225,-6.618404936018443,-inf
0.426,1,4,0.03214693069458,0.0040247892891018,-0.000356896187796,-0.0028101561283,-0.0042967836662159,-0.310485065156342,-5.898455454876372,-7.106332725601089,-inf
0.427,1,4,0.0317826271057128,0.0055440603130686,-0.001397149825132,-0.0014992984724895,-0.0049976219871514,-0.2668331348575813,-5.335142932546829,-6.457285136834543,-inf
0.428,1,4,0.042630910873413,0.0083640718920529,-0.0010196074196079,-0.0020357113422007,-0.0043745715958052,-0.2967540106033257,-5.655540272634436,-inf,-inf
0.429,1,4,0.0418765544891357,0.0158868355665765,-0.0016509518469095,-0.002072542618005,-0.0049773809653401,-0.275015971872301,-5.525456170497583,-inf,-inf
0.43,1,4,0.0412323474884033,0.0025314773190392,-0.0012380746137991,-0.0019901674367059,-0.0043129221169251,-0.3080889815846638,-5.718897759915614,-inf,-inf
0.431,1,4,0.0435595512390136,0.0097118695446577,-0.0014534861737866,-0.0020415779064538,-0.0047546928574704,-0.3012338858505379,-5.565643267932059,-inf,-inf
0.432,1,4,0.0317275524139404,0.0039332895117251,-0.0010498299177546,-0.0013843166967088,-0.0037408523752851,-0.3099522855350076,-5.698372095841907,-7.29108120623853,-inf
0.433,1,4,0.0432925224304199,0.0037100889752574,-0.0010733517943801,-0.0024385317018974,-0.0048712423231289,-0.2836149115751403,-4.513152418609019,-inf,-inf
0.434,1,4,0.0416462421417236,0.0016306170844915,-0.0014639592583444,-0.001484358383063,-0.0050414390868227,-0.2954478945056868,-5.464069598999328,-inf,-inf
0.435,1,4,0.04197359085083,0.0017454534325309,-0.0016016525998379,-0.0019664929555281,-0.0046811152219382,-0.2964275790607384,-5.620369485728438,-inf,-inf
0.436,1,4,0.04295015335083,0.0002676474067549,-0.0019723070424673,-0.0020468353559723,-0.0052473342895047,-0.3137112699450338,-5.349180293936688,-inf,-inf
0.437,1,4,0.0323569774627685,0.0065051216480609,-0.002520665593365,-0.0025686569869101,-0.0046544021554739,-0.2634250398654392,-5.119107600629267,-6.647731028663175,-inf
0.438,1,4,0.0321266651153564,0.0017303380310119,-0.0012644701689959,-0.0014313199993284,-0.0036009507515513,-0.321069737454044,-5.711539517856598,-7.05462033614341,-inf
0.439,1,4,0.0317234992980957,-0.0019443473590694,-0.0036495783572943,-0.0045455703691192,-0.0052197420796629,-0.3337332298977123,-5.463726842106171,-7.058987454998649,-inf
0.44,1,4,0.0235490798950195,0.0095134689781666,-0.002255740280042,-0.0022843878846392,-0.0048808217916476,-0.3113461401716217,-5.881313415208521,-7.224218752066275,-inf
0.441,1,4,0.0422160625457763,0.0143544358481435,-0.0018807699913984,-0.0025116167367543,-0.0057480508897473,-0.2955812507433646,-5.489956683541799,-inf,-inf
0.442,1,4,0.0414285659790039,0.0027837569458912,-0.0022186474927293,-0.0035567251258624,-0.0047188071426717,-0.3041868257753218,-5.516303420566823,-inf,-inf
0.443,1,4,0.0321662425994873,0.0028065653646692,-0.0016107820456686,-0.0035542776642333,-0.0058048019960655,-0.3091223706240526,-5.691726551123944,-6.974061988533653,-inf
0.444,1,4,0.0319640636444091,0.0057863163749316,-0.0018235150749368,-0.0038847801057603,-0.0047087592724268,-0.3135351652773963,-5.293079970140807,-6.777746532340694,-inf
0.445,1,4,0.0323147773742675,0.0067120891334534,-0.0008325309631771,-0.0038105028580403,-0.0057529092561764,-0.3034726065764254,-4.691159409845312,-6.701400058314705,-inf
0.446,1,4,0.0318574905395507,0.0083501731271236,-0.0006646000799054,-0.0046441435314582,-0.0048898537636933,-0.2766035983691904,-4.232965741659085,-6.581114126076456,-inf
0.447,1,4,0.0428051948547363,0.0045761106954511,-0.0016852962497288,-0.0024820914074391,-0.0046583894270816,-0.3120290289333622,-5.106800746062668,-inf,-inf
0.448,1,4,0.0427968502044677,0.0186773637260583,-0.0017181962443813,-0.0031309743166582,-0.0051729619031738,-0.2654610941516334,-5.028927322073439,-inf,-inf
0.449,1,4,0.0414619445800781,0.0049651164208901,-0.0018230838363591,-0.0033587652791885,-0.0051434963804962,-0.3223148133083823,-5.158174030310167,-inf,-inf
0.45,1,4,0.0417218208312988,0.0097448375543205,-0.0013142888352307,-0.0046377885702222,-0.0057604538083961,-0.3079088002775756,-5.519570267211118,-inf,-inf
0.451,1,4,0.041860818862915,0.0131015691064306,-0.0005701465687511,-0.0034462432509562,-0.0052088004271143,-0.3086868938174295,-5.380690354347273,-inf,-inf
0.452,1,4,0.0234007835388183,0.005015149719067,-0.0017564454858258,-0.0036945868764079,-0.0050901607953226,-0.3296356160293771,-5.399514820461504,-7.052077909553476,-inf
0.453,1,4,0.0322682857513427,0.0084895457736366,-0.0008435109329754,-0.001576921036367,-0.0043751322342153,-0.3338817460534268,-5.789939707263952,-7.20064639848238,-inf
0.454,1,4,0.0412487983703613,0.0076786057301338,-0.0016171856274174,-0.0029271199016625,-0.0050120795889069,-0.3333101842549794,-5.599930464722612,-inf,-inf
0.455,1,4,0.0416615009307861,0.0134130512608348,-0.0018113134369673,-0.003355608906171,-0.0057888287196951,-0.3259685485294556,-5.410663966827414,-inf,-inf
0.456,1,4,0.0318086147308349,0.0049044958616503,-0.0015708128260677,-0.0034487787090335,-0.0059904369745397,-0.3631935940442751,-5.5154725410417536,-7.16793264566803,-inf
0.457,1,4,0.0231788158416748,0.0045313225214723,0.000541724436748,-0.0029883853407341,-0.0047867583401931,-0.3291488644185821,-5.188405985308783,-6.837578079634574,-inf
0.458,1,4,0.0330898761749267,0.0076137327456847,-0.0016515824686449,-0.0035181227801879,-0.0049986398251859,-0.3272557256106119,-5.372067350182466,-7.017726681364287,-inf
0.459,1,4,0.0319283008575439,0.0060637671351606,-0.0014485143784422,-0.0032120476121468,-0.005404050844541,-0.3377324283160557,-4.909424269154417,-7.078406465788553,-inf
0.46,1,4,0.0321824550628662,0.0142791428641965,-0.0018261840400514,-0.0031531603274585,-0.0049263049353458,-0.3347971215456845,-5.202925872318222,-6.707859394342691,-inf
0.461,1,4,0.0319876670837402,0.0065880225010681,-0.0021438668204332,-0.0030191495561469,-0.0053844339474382,-0.3386941363271655,-5.202664428386254,-6.930590103905803,-inf
0.462,1,4,0.0315594673156738,0.0024536960387549,-0.0019675174650666,-0.0034394860217496,-0.005253845293312,-0.3450268513975519,-4.865664938455058,-7.177796501997918,-inf
0.463,1,4,0.0314662456512451,0.0135019300883064,-0.0017136152744343,-0.0041278548090496,-0.0052170841947882,-0.3580878072614349,-5.313708432367482,-6.970875533665017,-inf
0.464,1,4,0.0431373119354248,0.007876676938578,-0.0017975984087319,-0.0034520999117603,-0.0049946067550296,-0.3375118818531166,-5.706241783213327,-inf,-inf
0.465,1,4,0.0334033966064453,0.0097994222391887,-0.0023220557066305,-0.0038128298946222,-0.0057130207503842,-0.3284699931035906,-5.6086659039648605,-7.120296763486282,-inf
0.466,1,4,0.0413868427276611,0.0028135371379472,-0.0014337844601117,-0.0035133508128874,-0.0049782639864735,-0.347496646497534,-5.239911160162192,-inf,-inf
0.467,1,4,0.0414321422576904,0.0007762315771923,-0.0016232534078022,-0.0033788381654576,-0.0045630410484078,-0.3706070060034234,-5.231788081272972,-inf,-inf
0.468,1,4,0.0416829586029052,0.0014134760163916,-0.0016684697664614,-0.0042175250589575,-0.0059354731117853,-0.3414071488198761,-5.305589475685382,-inf,-inf
0.469,1,4,0.0420806407928466,0.0034865611695986,0.000172245366197,-0.0030176065590685,-0.0054481111282836,-0.36242530459954,-5.263190090901736,-inf,-inf
0.47,1,4,0.0317277908325195,0.0048256722989049,-0.0015644446231152,-0.0029175382423685,-0.0052596565044393,-0.3596837875855223,-5.364932332692601,-6.94213440343064,-inf
0.471,1,4,0.0233886241912841,0.0056618911860701,-0.002163911541295,-0.002789817744259,-0.0051370356292867,-0.2955306636805063,-4.221000283179,-5.848142950068866,-inf
0.472,1,4,0.023331880569458,0.0092693438925493,-0.0013107367786226,-0.002350420102098,-0.0046118867074045,-0.3190816364641848,-4.754144649854824,-6.490281113605136,-inf
0.473,1,4,0.0310909748077392,0.0106193643159924,-0.0018189241658881,-0.0028132971561729,-0.0051095614391274,-0.3492126045925881,-4.95577822765052,-7.208289441565742,-inf
0.474,1,4,0.0332820415496826,0.007216091115696,-0.0016376364542206,-0.0025618215556131,-0.0050909731285937,-0.3633627385444556,-5.288949487161517,-6.995426418780442,-inf
0.475,1,4,0.0316677093505859,0.0127077216473589,-0.0016208035556468,-0.0032602996991959,-0.0054828126636559,-0.3428431073654664,-4.9975709026817245,-7.040723602441929,-inf
0.476,1,4,0.0422031879425048,0.0039458412126182,-0.0015695372628007,-0.0031253536831098,-0.0052111665862473,-0.3637078995061716,-5.058105863607894,-inf,-inf
0.477,1,4,0.0420699119567871,0.0083282064690976,-0.0025693110844622,-0.0055664866561565,-0.0057571333416048,-0.1327847630877272,-1.323257314661707,-inf,-inf
0.478,1,4,0.0313942432403564,0.0070034476560878,-0.0016438888677022,-0.0038469219930989,-0.0058900434556768,-0.3347031002722842,-4.198898545658533,-6.593417234256735,-inf
0.479,1,4,0.0314726829528808,0.0126150815067101,-0.0016330126753992,-0.0021584597775926,-0.0046656073636989,-0.3250519790720358,-3.794048750375206,-6.435673556627377,-inf
0.48,1,4,0.0317988395690918,0.0061238627981766,-0.0014869430306686,-0.0029159827142369,-0.0051489224823288,-0.3410505419247164,-4.188883252761799,-6.593861290150524,-inf
0.481,1,4,0.0237889289855957,0.004700328902925,-0.0020032923763362,-0.0028486357356833,-0.0049669483448227,-0.374224189753754,-4.885590303145433,-7.177282315690331,-inf
0.482,1,4,0.0340528488159179,0.0118257718595907,-0.0018316447086883,-0.0030161118361422,-0.0052042735125081,-0.3519461749146725,-4.79298727396353,-7.432683262767606,-inf
