g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56,lambda_57,lambda_58,lambda_59,lambda_60,lambda_61,lambda_62,lambda_63,lambda_64,lambda_65,lambda_66,lambda_67,lambda_68,lambda_69,lambda_70,lambda_71,lambda_72,lambda_73,lambda_74,lambda_75,lambda_76,lambda_77,lambda_78,lambda_79,lambda_80,lambda_81,lambda_82,lambda_83,lambda_84,lambda_85,lambda_86,lambda_87,lambda_88,lambda_89,lambda_90,lambda_91,lambda_92,lambda_93,lambda_94,lambda_95,lambda_96,lambda_97,lambda_98,lambda_99,lambda_100,lambda_101,lambda_102,lambda_103,lambda_104,lambda_105,lambda_106,lambda_107,lambda_108,lambda_109,lambda_110,lambda_111,lambda_112,lambda_113,lambda_114,lambda_115,lambda_116,lambda_117,lambda_118,lambda_119,lambda_120,lambda_121,lambda_122,lambda_123,lambda_124,lambda_125,lambda_126,lambda_127,lambda_128
0.579,3,4,1.028165578842163,0.0447308222867676,0.0121838067598161,0.0070087462550949,0.0059396290359414,0.0022870089601507,0.0020594280600864,-0.0007288893604681,-0.0013272306111202,-0.0014060658091468,-0.0018911390603567,-0.00189489986605,-0.0021954630052839,-0.0022201763832179,-0.0023999789881668,-0.0025048444255653,-0.0026068310568951,-0.0026385009729814,-0.0026518309887353,-0.0030458074547068,-0.0030646575283217,-0.003184784718991,-0.0032379788031761,-0.0032549569573667,-0.0032625187702924,-0.0033230194167034,-0.0033247612854378,-0.0034558062677265,-0.0035241623330606,-0.003796172697166,-0.0038401974596148,-0.0038645082116173,-0.0038871758195091,-0.0042722651784841,-0.0043935137643367,-0.0044816088234312,-0.0045114243525409,-0.0046388117443241,-0.004723634644104,-0.0047510720297454,-0.0049120835847874,-0.0049563126338624,-0.0051524487406781,-0.0052131201687068,-0.0052147603784408,-0.005230611760063,-0.0052865066752774,-0.0053018921430849,-0.0053767783108991,-0.0054236120512073,-0.0054360847667129,-0.0054369566532747,-0.0055111865666122,-0.0055480091143825,-0.0055734600666901,-0.0058578543630704,-0.0058615170460886,-0.0063259475614717,-0.0064026221959236,-0.0065375987699283,-0.0069232796004246,-0.0074497386647867,-0.0076192393950984,-0.0076283565047567,-0.0094542832275832,-0.181247881335399,-0.2843142598500841,-0.3056563964208167,-0.3139134680192608,-0.3202306309268133,-0.3293062012123314,-0.3454554763131267,-0.4241576698458937,-0.5093607521244614,-0.5187909782489373,-0.5339728392287703,-0.5435307209881414,-0.5598242545020085,-0.5683760167889537,-0.5875928698372209,-0.5931684345668127,-0.6149811809565479,-0.6213213081740417,-0.6343336953678677,-0.660014110111283,-0.6757067283283735,-0.6920696514142528,-0.7303803670353357,-0.8014360820325136,-0.8181865051391071,-0.8418074532027684,-0.855290163899046,-0.8673532378404031,-0.8867026042712637,-1.0376589265495584,-1.0496530838988152,-1.0652564330845764,-1.0836906021434094,-1.1012852087282674,-1.1141704370418717,-1.1552634248906657,-1.1735348355191924,-1.205945553142331,-1.2423668139014248,-1.2748265697028762,-1.3319722620244707,-1.45302112533449,-1.7128405946266905,-2.106759734809909,-2.8666597325406054,-4.0119975773341405,-5.62460580247565,-7.486327924834248,-10.373879938987184,-13.160049234915236,-15.406133289175902,-17.723690409344435,-19.229817040547506,-20.515186420557317,-21.95346978819681,-23.09454994070433,-23.878987540653192,-24.67413039049611,-25.228716090943504,-26.075798870677424,-27.802521061479226,-31.967076786136783,-38.63873194248312,-inf
0.58,3,4,1.029822826385498,0.0550505953067768,0.0186155938410699,0.0126983776763969,0.012593823554851,0.0090190411657881,0.0082847182938288,0.0018567390126031,0.0015103044049695,-0.0003214974174076,-0.0011026853440227,-0.0011659414810354,-0.0017309326626443,-0.0018541193572651,-0.0022368605658113,-0.0022931971786838,-0.0024981697133184,-0.0025559537286427,-0.0026137387347551,-0.0026928159826945,-0.0029754652158701,-0.0029930605597765,-0.0029932809809199,-0.0031425311118497,-0.0031506744110975,-0.0031786724494531,-0.0033036504005712,-0.0033260583688233,-0.0034134582382957,-0.003444284678215,-0.0035726687923903,-0.0035949111792256,-0.003662669920888,-0.0036896837962096,-0.0039653818389302,-0.0041617024134661,-0.0046678720460996,-0.0046852982487964,-0.0046871746237307,-0.0047618937663676,-0.0048087967835049,-0.0048416550150039,-0.0049279323491812,-0.0049377909538863,-0.0049414885411883,-0.005003611642297,-0.0050880245811471,-0.0051088313775502,-0.005145379495407,-0.0051886735792832,-0.0052745405671376,-0.0052794159471207,-0.0053325225632943,-0.0053888789961686,-0.0055630092008343,-0.0057213257545702,-0.0059975353619102,-0.0062060784274139,-0.0062154559421791,-0.0071861435982539,-0.0072167504400042,-0.0072731774462313,-0.0073393133125497,-0.0074283640877365,-0.0090320348642251,-0.1779038057105777,-0.2806964367264254,-0.297891674212373,-0.3027414057865534,-0.3164651931479321,-0.3235285692589122,-0.3419271491902602,-0.414654162525827,-0.5022877842659701,-0.507824604421254,-0.5204746268079843,-0.5305657086189359,-0.5502311074100553,-0.555589532352359,-0.5720732589294896,-0.5845319701181834,-0.6117799186987616,-0.6368178550252285,-0.6561710277604313,-0.6653579573518431,-0.6734992136969624,-0.708770184290442,-0.7526486806788714,-0.7974384108564461,-0.8190239355609482,-0.8308007369969349,-0.8491853008031773,-0.8609428179044507,-0.874750061094919,-1.0219989053189602,-1.039732054575948,-1.0480793800714108,-1.069397502328297,-1.08873902527309,-1.1209652005784645,-1.1391982433307732,-1.1659879093486336,-1.195233846427652,-1.2247583089073308,-1.2668679166139438,-1.3247795705618348,-1.4086449984078386,-1.612868273766428,-2.04453388300172,-2.7842086637845784,-3.650992124000577,-5.099151838424682,-7.153205366780616,-9.591060115538689,-12.742416844959132,-14.987853652013465,-16.786244513803098,-18.350723503807025,-19.659963947181733,-20.842435136249765,-21.876699030803543,-22.87093580466507,-23.72980155044705,-24.789114453034557,-25.73927150418841,-27.22156637240898,-31.336845075002355,-37.77230374777428,-inf
0.581,3,4,1.00661301612854,0.0488227045634687,0.0132510146891905,0.0094741359580765,0.0094335875853673,0.0017986296062076,0.0017931268720184,-0.0016830974186065,-0.0017609942939624,-0.0020278862868941,-0.002029881739804,-0.0020335212398047,-0.0021181526784172,-0.0023927348844892,-0.0025904391432513,-0.0026063764746669,-0.0026660852416953,-0.0026677686851002,-0.0028163728795077,-0.0028732562654043,-0.0031503237699955,-0.0031926226286815,-0.0031989019700445,-0.0032720219522273,-0.0033713917254748,-0.003372529231208,-0.0034176653775999,-0.0036285218658423,-0.0036486555294095,-0.0038029000177569,-0.0038728926863258,-0.0041603168609382,-0.0042502698309194,-0.0042529714561793,-0.0043978536813202,-0.0045909521731647,-0.0045962868167927,-0.0046575289041198,-0.0048727780270747,-0.0048746558036306,-0.005051943704443,-0.0051373050650805,-0.0051459512121853,-0.0051948499069662,-0.0052525347778112,-0.0052601024606468,-0.0052901960462982,-0.0052957498128364,-0.0053391973738367,-0.0053893090654934,-0.0054186371178661,-0.0055024148773878,-0.0055051378244153,-0.0055324684068017,-0.0059143310680712,-0.0059781960200487,-0.0061104537410613,-0.0061238905081642,-0.0065943738171537,-0.0067027078569381,-0.0072362132480058,-0.0072923685007248,-0.0073189468624586,-0.0080091595193437,-0.0098229416831643,-0.1817029283268871,-0.2844649707221219,-0.3014723991838774,-0.3076966020378127,-0.3223331790456414,-0.3267926346208498,-0.3431695062176496,-0.412743982225857,-0.5056945928567121,-0.5206452838120244,-0.530677033321424,-0.5459920978571609,-0.5586429852736484,-0.5728025215162486,-0.5852866722606093,-0.5988535915300223,-0.6064193947227028,-0.6245908610062465,-0.6544189950392769,-0.6607425477547363,-0.6760639803716479,-0.6869853012426707,-0.7293058399960366,-0.7750867147997372,-0.7922069683391317,-0.8230847495735871,-0.8356100988662258,-0.8619957665027521,-0.8867474234206503,-1.0295027970247963,-1.0454373058146924,-1.05779267935428,-1.081889968123959,-1.0988108673088948,-1.140240810391137,-1.1646198213387855,-1.1890424407229698,-1.221437852109144,-1.2633877782554748,-1.342861101679462,-1.3787678449926817,-1.4677853317085188,-1.632486279822405,-1.9826979885922436,-2.597546007313091,-3.423562199015851,-4.922966290032048,-7.191201763624266,-10.488050861334829,-13.647691199209165,-15.88545786408022,-17.524834893368524,-19.234848665102053,-20.68241230067998,-21.554103151056424,-22.67655646282485,-23.625348815817446,-24.4127335459308,-25.22495645462855,-26.03818779823705,-27.032205037271304,-30.236825100504056,-39.44119240377955,-inf
0.582,3,4,0.9935543537139891,0.054273276709557,0.0163322611830362,0.011997105453006,0.0118710320825244,0.0049031843376954,0.0040735110938398,0.0010655378471351,-0.0010912939313001,-0.0012710783649709,-0.0016356919491853,-0.0017755637712723,-0.0020208279289112,-0.0022007405047052,-0.0024584296262295,-0.0025540826208906,-0.0025832636981041,-0.0026803800883111,-0.0027482212455315,-0.0028485578736572,-0.0030987548994035,-0.0032224593734671,-0.0032583082561862,-0.0032817276518174,-0.0032946051720613,-0.0033283895691283,-0.0033717624953084,-0.0034130330893342,-0.0034223543035871,-0.0036576623615444,-0.0037257207763031,-0.0038490648410199,-0.0038625960880994,-0.0039770624836166,-0.0040456049730745,-0.0042848327111319,-0.0044689155651809,-0.0044727050434609,-0.004778313377527,-0.0049950859559018,-0.005092952326269,-0.0052389286321814,-0.0052723512492247,-0.0053081284380044,-0.0053138406228799,-0.0053387889803223,-0.0053715319403039,-0.0053954312445991,-0.0054148607559566,-0.0054641559256237,-0.0054801215146428,-0.0055654338666766,-0.0055975323067835,-0.005617868112004,-0.0056432744976788,-0.0059168858266889,-0.0060602297551408,-0.0061101411325557,-0.0062927503422382,-0.0069388037916939,-0.0072702554261131,-0.0076199097700238,-0.0078280816603778,-0.008396259243062,-0.0100948207752912,-0.1796054113171015,-0.2824017295844298,-0.2952904948983663,-0.3039354574162115,-0.3154495437192431,-0.3209426237557447,-0.3353871558462866,-0.4053008064560771,-0.5039356802457258,-0.5055252509180251,-0.5211905476212433,-0.5354146265273292,-0.5515998040804105,-0.5563774868750677,-0.5740916076933646,-0.5899959819137752,-0.612532407624501,-0.6242665540380443,-0.6429878053764976,-0.6717153587991999,-0.6841345360644423,-0.7006254110795367,-0.7360922538872676,-0.783320983128642,-0.8156035893384103,-0.8304805616660277,-0.8427461585191393,-0.8574998573745521,-0.8792080638160826,-1.0211944178439016,-1.029283746671075,-1.052771958345827,-1.0681358792678,-1.0873478512965298,-1.1098268505078206,-1.1409796339981642,-1.1791714691012931,-1.2014935517226104,-1.223305204046715,-1.267130172027809,-1.328262267065827,-1.444647411044346,-1.61796960573439,-1.9380874062600884,-2.7905493807929243,-3.7803245234555,-5.047947229012547,-7.227799893941896,-9.526357614923011,-12.22457016581378,-14.775142186234818,-16.942309538164753,-18.59963847101361,-20.038207025866743,-21.22726462272232,-22.23437916397009,-23.347863327076745,-24.469994644601044,-25.221796228919786,-26.051574065436853,-27.889606453644355,-31.787732208438285,-37.92733685972187,-inf
0.583,3,4,1.0224592685699463,0.0356043771998658,0.0117430751147842,0.0072235493239554,0.0058311423006771,0.0027376851049631,0.0016846979958724,-6.315444595491541e-05,-0.0009551737647175,-0.0013335129297346,-0.001605747396141,-0.0019675416628012,-0.0020778413649558,-0.0022903351531723,-0.002384309486754,-0.0025859329336052,-0.0026052826297065,-0.0026236763279917,-0.0027157573345975,-0.0028155144245925,-0.0030314438451594,-0.0030632309857585,-0.0030829309876489,-0.0031565898350533,-0.0031827492131615,-0.0031992531519071,-0.0033138485629126,-0.0033155400757501,-0.0034715315629524,-0.003581020183624,-0.0036225676744838,-0.0037266635190826,-0.0039135278944238,-0.0039251993125845,-0.0039832150773013,-0.0041190682943635,-0.0041492395731769,-0.0042489273182698,-0.0045540377394932,-0.004653508371299,-0.0047580261316993,-0.0049051118807103,-0.0049924324484453,-0.0050201568557466,-0.0050406030278728,-0.0050748787769243,-0.0051031491198462,-0.0051759550232593,-0.0051930234901445,-0.0052528840876525,-0.0053167387243923,-0.0053493446483202,-0.0053859595350149,-0.0054934774277122,-0.0055654452348886,-0.0058000367541372,-0.006004870204504,-0.0060429893067544,-0.0061672606845812,-0.0068657688069954,-0.0070032795936224,-0.0072808546769866,-0.007870786347681,-0.0080500709548057,-0.0084676710037883,-0.1855080825465386,-0.2937856113838243,-0.3101993448910392,-0.3129825737977256,-0.3320261543640274,-0.3420294334963037,-0.3582643642578609,-0.4272123924669542,-0.5111330172704401,-0.5199646061103953,-0.5319518174376624,-0.547532628274782,-0.5568964193848231,-0.5698101889645238,-0.5866373514373695,-0.5958752373795296,-0.6129748982766898,-0.6255261615081268,-0.6577751426858761,-0.6824995531826126,-0.6916993541944713,-0.7084785937048936,-0.7532093676673421,-0.8035864955894501,-0.8223533048909569,-0.8356318320348015,-0.8700007323117035,-0.8842234484702841,-0.9002630258689913,-1.047434315666111,-1.063393596420529,-1.0790998502356637,-1.095299994200873,-1.1073277274038615,-1.1299344242572893,-1.146329527760999,-1.1699033867252104,-1.213768010233324,-1.251190024058802,-1.2856429211958804,-1.3609720780446757,-1.4563947791710368,-1.6337276889426,-2.013115028856045,-2.750606941205714,-3.6065721209553994,-5.239298153774419,-7.782590577112512,-10.976985218298276,-14.287486736202174,-16.93533833986556,-18.77146831055034,-20.1314967216308,-21.298373431518627,-22.19086612224244,-23.2417289327035,-24.103879459881554,-24.714778728897176,-25.391973998202637,-26.28452227894699,-27.75194911946387,-31.62727746740244,-38.92949902330481,-inf
0.584,3,4,1.0176935195922852,0.0440286610942235,0.0114832530402666,0.0086493722926447,0.0064891544514639,0.0022357767520358,0.0017961097691573,-0.0008176266458596,-0.0015060898575285,-0.0015433590795954,-0.0015662195477696,-0.0017389613021081,-0.0020465763421035,-0.0020905342462047,-0.0025868363739091,-0.0026361310824957,-0.0026563906604824,-0.0026649971595362,-0.0027323212160181,-0.0029062792489434,-0.0030067726089744,-0.0030152055188654,-0.0030991271125546,-0.0032035090293561,-0.0032188812938483,-0.003305506992108,-0.0034197853335139,-0.0034919285842642,-0.0034920865606085,-0.0035592471389294,-0.0036360980889228,-0.0036986007650795,-0.0040115691528137,-0.0041855404162501,-0.0041917004283091,-0.0041994831069444,-0.0042104341890763,-0.0047928215898155,-0.0048611368582071,-0.0049750209480904,-0.0049870392861601,-0.0050107419800338,-0.005036960137099,-0.0051210377787807,-0.0052191189564673,-0.0052274314815072,-0.005279656786646,-0.0053266114856131,-0.005367911518763,-0.0053942027210233,-0.0054784588652997,-0.00548195648226,-0.0055291765501512,-0.0056373623921712,-0.0057363777592988,-0.0059043247697958,-0.0061494392605677,-0.0061799323331168,-0.006475380551521,-0.0065365485551924,-0.0067832221302857,-0.007382051322494,-0.0077824786571684,-0.0080149071032901,-0.009993698110049,-0.1771392115538481,-0.2860249752177093,-0.2989749412164681,-0.3057074317536552,-0.3264007757213538,-0.3302850559641206,-0.3476013366034267,-0.4231160180831704,-0.5065086624277504,-0.5188695342461794,-0.5321220549218895,-0.5446713984311014,-0.5554016957706408,-0.5676816495532037,-0.5809184525012415,-0.5991992043636886,-0.6209004625980189,-0.6339563131890363,-0.650191906537771,-0.6615770357886767,-0.6724781230943001,-0.6862410481433859,-0.7275368568089986,-0.7751700358795887,-0.7963241378991333,-0.8154279062771002,-0.850764173546168,-0.8613022624690584,-0.8774610800959731,-1.025832894585894,-1.042435328827109,-1.0608230471101046,-1.0868563594809928,-1.090137735527195,-1.134821613146923,-1.1457195345156252,-1.1849666700454795,-1.20958907690179,-1.2735215762039438,-1.3480518748199797,-1.3888864320988223,-1.4956112406819566,-1.7781690694861556,-2.155775278881761,-2.8835173147866944,-3.9837968930341807,-5.3707704496000375,-7.19939325445263,-10.116110318644456,-12.93122019671212,-15.31127686818462,-17.235452687174003,-18.680731386834093,-20.227531927845387,-21.53549021117321,-22.65144376827076,-23.63193707827625,-24.52867874960507,-25.24791515058573,-25.987211694866645,-27.54444662910519,-31.782753729718493,-38.40318465360073,-inf
0.585,3,4,1.271765947341919,0.0482625304210132,0.0113472151482301,0.0068072781430472,0.0061253640306312,0.0035337811701214,0.0016926202168962,-0.0010935273517837,-0.0011827833929085,-0.0013150183762219,-0.0016310719282472,-0.0016903414628127,-0.0020063899799379,-0.0023616858085623,-0.0023849535208972,-0.0024557603636464,-0.0024747154868538,-0.0024983640329789,-0.0025887181000495,-0.0028222201029976,-0.0029999991337649,-0.0030031511028238,-0.0030224973922923,-0.0031632464707142,-0.00326256017468,-0.0032912609247653,-0.0034215823152556,-0.0035395498179533,-0.0035523692336524,-0.0036605289201336,-0.0037747380691908,-0.0039155640045272,-0.0039610495764208,-0.0040951648315773,-0.0041122009782852,-0.0043167764739414,-0.0046202987982057,-0.0046276870225098,-0.0046667652967901,-0.00498317642447,-0.0049997725786562,-0.0051093769567163,-0.0051339404984053,-0.0051687174490791,-0.0051842842874022,-0.0052549840345877,-0.0052638378731134,-0.0053029386672877,-0.0053170643260702,-0.0053928197530782,-0.0054032069871193,-0.0055098726365275,-0.0055489957743254,-0.0056472506565836,-0.0058193457656178,-0.0058865386064672,-0.0061423310716607,-0.0061967819246123,-0.006500687513592,-0.007202783741448,-0.0072740166173466,-0.007361083598522,-0.0076087727287238,-0.0085455950675812,-0.0085759797737661,-0.1796103496367038,-0.2881293726680061,-0.3003252711385653,-0.3117013099273142,-0.322514753481656,-0.3330757687136893,-0.3461099504422903,-0.4179385660261743,-0.5077275716335169,-0.5198832675276788,-0.5365059871974863,-0.5454831730978189,-0.561925073725381,-0.5743457285840092,-0.59021607533407,-0.5937132634436426,-0.6127549820176742,-0.6179780950873596,-0.6352840769141892,-0.6494209068561291,-0.6628481478138062,-0.6730156104031632,-0.7325389136852434,-0.7801158589151654,-0.794026788754803,-0.8177205522372263,-0.8347375443501838,-0.859210432536943,-0.8830299428622067,-1.0260459463713691,-1.050975113412566,-1.0560541016322866,-1.080794923580425,-1.0922399664448823,-1.1124704839388295,-1.1327622188298934,-1.1648605272476968,-1.2103785524954065,-1.2496848872157875,-1.2909998440724422,-1.3629167074571658,-1.4800378955097884,-1.6161465075882568,-2.014265159729452,-2.804710751091078,-3.81281030213596,-4.883455688917656,-7.393995734545974,-9.860376684649918,-12.866688025151555,-15.248961518914491,-17.051894965887772,-18.75373951103005,-20.4301025630926,-21.6609042266015,-22.73806678004481,-23.76816310306701,-24.510445021682784,-25.219980577272576,-25.94192905743112,-27.121670663196795,-30.635342054095783,-inf,-inf
0.586,3,4,0.7347164154052734,0.0674813269996306,0.025894375758607,0.0180884014738327,0.0178088097269533,0.0161204655534552,0.0108341623967828,0.0044441927344851,0.0031532565491595,7.893587122074588e-05,-0.000613423111792,-0.00158320033379,-0.0016241878835752,-0.0019285581191264,-0.0023007212568542,-0.0023247980071997,-0.0025672321803946,-0.0026132889897219,-0.0026253803737011,-0.0026811147530184,-0.00286464322878,-0.0029393874455211,-0.0030646208429975,-0.0032538069469268,-0.0032965163617684,-0.0033069543981899,-0.0033910563173452,-0.0033961254150603,-0.0035216455753138,-0.0035520452465028,-0.0037080625982991,-0.0037421372233394,-0.0037717146543107,-0.0039221224573198,-0.0042163602669001,-0.0042231347450713,-0.0043002571617497,-0.0046598946611658,-0.0046923457837509,-0.0050072008360213,-0.0051045865889948,-0.0051670016731013,-0.0052089953615309,-0.0052607962886645,-0.005266548152498,-0.0052719525372593,-0.0053584715079348,-0.0054008046441358,-0.0054067761486504,-0.0054366847303007,-0.0054417993011661,-0.0055817402867426,-0.0055868356549122,-0.0058501970423341,-0.0060099154559585,-0.0060256911757083,-0.0062699064221027,-0.0062808328264848,-0.0064879689563612,-0.0067296257385201,-0.0068359904076622,-0.0069270472538162,-0.0071166048912928,-0.0074504325641888,-0.0098877582518644,-0.1780531093501366,-0.2725064554674517,-0.2926961559341661,-0.2983806918175548,-0.3125332999097383,-0.3211654809572861,-0.3322601911392771,-0.3852515345206554,-0.4763307553116631,-0.4879169269364726,-0.5010939463214297,-0.5122206992054144,-0.5282382514158541,-0.5396054986934389,-0.5668624372551468,-0.5792617098032539,-0.5928254054302652,-0.6020923774921393,-0.6356202276483868,-0.6467498462688143,-0.6624337261650152,-0.6697604181853627,-0.698462511673999,-0.7448163655635761,-0.7550154368759172,-0.7655819940321297,-0.7849317766653281,-0.8073410585947394,-0.8292652801050665,-0.9813593811945308,-1.0045283242029333,-1.0157371567273903,-1.0344996151240575,-1.0465378140036576,-1.084699018379891,-1.098680426379637,-1.140001434813611,-1.1687440427257518,-1.2212549287062937,-1.264055265442641,-1.2995654076083438,-1.3862080218812256,-1.4723949408288393,-1.8159956944611275,-2.495997838005258,-3.395891566281225,-4.835309744145305,-6.719414787240593,-9.892036022066884,-12.761489456106093,-15.104143684816036,-16.96454533691624,-18.433275750018225,-19.9752844667286,-21.18342521720816,-22.501309308391352,-23.47219645928778,-24.618537845343223,-25.51056955452665,-26.404234483313108,-28.059712921325357,-31.43692071923838,-39.48724710503305,-inf
0.587,3,4,1.030589580535889,0.0516608382444475,0.0205197878300424,0.0139658090549535,0.0124766892385071,0.0095350950965176,0.0082634925379523,0.0020191419803271,0.0017586462310716,0.0011305995742359,-0.0011876771495949,-0.0014668796438993,-0.0015658235048411,-0.0019300269660851,-0.0022391661020321,-0.0023468338494705,-0.0023777783138297,-0.0024713710534344,-0.0025769565105514,-0.0026762901138727,-0.0028588592304239,-0.0029088845945884,-0.0029541172120355,-0.0030564021071389,-0.0031679602108503,-0.003192762217882,-0.0032011044526387,-0.0032996054035075,-0.0033967373378874,-0.0034719442346841,-0.0034795248879852,-0.0038450388076758,-0.0038640143514363,-0.0039654536208869,-0.003967278896275,-0.0044974836211428,-0.0045062889635522,-0.0045148849787734,-0.0045356095456717,-0.0045992078250794,-0.0048245430247767,-0.0048261554095333,-0.0048743487208546,-0.005112946331097,-0.005118872093892,-0.0051586987727979,-0.0051644251878876,-0.0051749353466967,-0.0051809273090193,-0.0052973157598622,-0.0054490184893953,-0.0054767534808417,-0.0055179802582561,-0.0056894272282723,-0.006006653414896,-0.0060786013313231,-0.0061523654642256,-0.0061959536476575,-0.0064422255277238,-0.0064759990866009,-0.0066083668588635,-0.0067225637129945,-0.0073849773151852,-0.0084105831168817,-0.0097651843206741,-0.1848745803627283,-0.2888467661938273,-0.2965220269680073,-0.3099844595793024,-0.3219613988447937,-0.3337127664766533,-0.3440026654220691,-0.4097371853569045,-0.499072610083235,-0.5118192712506175,-0.5240782137854851,-0.5358955860573086,-0.5474133862282968,-0.5624715327162958,-0.5834815682839605,-0.5895538702738894,-0.604672521816605,-0.6166458621976507,-0.6326412320418249,-0.6578766920879645,-0.6899653361778679,-0.7060190655741942,-0.7418326635338427,-0.7900460103484919,-0.8061345213677851,-0.8233274668399073,-0.8373362816007572,-0.8630072124527493,-0.8837627768564306,-1.0238304457630791,-1.037382513832435,-1.0619673685651974,-1.077087782613342,-1.0914465502612571,-1.1462157749934088,-1.1757891924219055,-1.2020754887024028,-1.2172322852000796,-1.2654932626211488,-1.294849762872032,-1.3985386621671312,-1.511871389137082,-1.7093171967343552,-2.190555912205,-2.908216983441094,-3.806443708081425,-5.243517939047512,-7.468865700212866,-10.105501150956195,-12.58163584843698,-15.079446409165254,-16.909428740839516,-18.538734412481283,-19.78943958919131,-20.978346388416472,-21.92378297557592,-23.124430942471975,-23.972058580562337,-24.794815672518983,-25.685531321127648,-27.09426202059621,-31.28599657821392,-37.72965759733046,-inf
0.588,3,4,1.2521398067474363,0.0496890913145768,0.0176205937560856,0.0116250786713482,0.0115222253848217,0.0057122281309138,0.0052440637111723,-6.72219143459126e-05,-0.0001082700145774,-0.0007718264787691,-0.0014991191730603,-0.0017183260907869,-0.001732371257331,-0.0018733153556341,-0.0019593979413358,-0.00211276806045,-0.0024790821615332,-0.002591397060373,-0.0026772713318324,-0.0027293454160002,-0.0028838924777436,-0.0029440424240509,-0.0030502795735314,-0.0031098121993098,-0.0032139294171649,-0.0032422224861873,-0.0033362816455275,-0.0033545136611832,-0.003364118040156,-0.0034206983708141,-0.0035257876239257,-0.0035807332979208,-0.0037532896842182,-0.0039394709555955,-0.0039950660148569,-0.0040151395672981,-0.0043453912425205,-0.0046501555652539,-0.0047655007148757,-0.004960123997438,-0.004985101188841,-0.0050490713245219,-0.0051238823391468,-0.0051249955260943,-0.0052251503920876,-0.0052350950224342,-0.0053082655320916,-0.0053333357192537,-0.0053426095613498,-0.005408557204302,-0.0054437603828332,-0.0056277075451453,-0.0056899176198565,-0.0058189854599551,-0.0059949227937908,-0.0060597379453615,-0.0060634236858779,-0.0061372723083312,-0.0062683462429631,-0.0070077409784939,-0.0070097035860998,-0.0071660489220782,-0.0072914289730524,-0.0085556435445564,-0.0087824666940375,-0.1853506483994832,-0.2920163797217195,-0.3048044907427809,-0.3134410051569445,-0.3279927975564731,-0.3346041887309238,-0.3485049607625016,-0.4190907950289676,-0.5094950363079795,-0.519411440104799,-0.5313258377203516,-0.5461582694470557,-0.5614553210371632,-0.5705359826379083,-0.5875534128110163,-0.5968991398068959,-0.6077453573992947,-0.6332365964353279,-0.6554739024534265,-0.6631714877992573,-0.6800329092324666,-0.6861834922509094,-0.7353223954847251,-0.7804060967947799,-0.8103739984007041,-0.8240242998255023,-0.8369289730065848,-0.8513753090373671,-0.8680012457743724,-1.0395481547092054,-1.0603871096194073,-1.084018006808205,-1.1042420915669875,-1.1083573467754146,-1.1388660263563035,-1.175418338688312,-1.1907823601679766,-1.2196122028319794,-1.2463342515739644,-1.3322176533383563,-1.396848488505325,-1.505854088156271,-1.7008790595132592,-2.132959512989188,-2.889380844916072,-3.977255634311334,-5.37658187001314,-7.07844466070482,-9.7981282634973,-12.633705276575231,-15.368832096018997,-17.14462584711704,-18.68075610093723,-19.932613317343705,-21.19507311924116,-22.385666657609654,-23.277283523152747,-24.253181630107804,-25.05099318643662,-25.9576607236735,-27.24267555862893,-31.36734370577496,-inf,-inf
