g_value,n,current_zeta_value,runtime,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32
0.476,2,4,0.2232184410095214,0.0441922438713,0.0022611916231835,-0.0017128775887999,-0.0026045791773032,-0.0028490976461382,-0.0038604975607919,-0.0040462328991915,-0.0043945422030347,-0.0044421244010868,-0.0047734013747485,-0.0057145877452588,-0.0058871039441038,-0.0064067335878664,-0.0065227546639182,-0.0101022084650231,-0.0108267028139033,-0.1403331061884466,-0.3079179545595382,-0.3476844748863784,-0.4558110255252473,-0.4939316301921563,-0.7181043456441872,-0.8215512223760211,-0.8940063529973432,-1.0217690555230825,-1.272645912100716,-2.016422709539261,-3.331222165274106,-6.409802458680964,-10.900913974465343,-inf,-inf
0.477,2,4,0.2219846248626709,0.0461859755563262,0.0043507444096958,-0.0004257015777343,-0.0017799411797017,-0.0022861048709948,-0.0026789057280437,-0.0028168913270843,-0.0034344529518655,-0.0039759173041009,-0.0045079574332366,-0.0049879250059455,-0.0051964498895968,-0.0061283102836874,-0.0073584909605157,-0.0081233884496139,-0.0103812912569909,-0.1355569905435032,-0.3047777733394284,-0.3538306709630976,-0.4471120012416165,-0.4927876734242823,-0.7223256020519676,-0.8436251264607488,-0.9206078735937592,-1.0771349681985938,-1.4119176017888804,-2.137581757283874,-3.575918972129062,-6.189465525456752,-10.166436019183724,-inf,-inf
0.478,2,4,0.1744599342346191,0.0437847720270768,0.0045051834934512,-0.0013675888106465,-0.0019155783691154,-0.0025497249939781,-0.0036311447860443,-0.0037787531451803,-0.0040437648895938,-0.0044586161664921,-0.0048515220502175,-0.0057254350169079,-0.0058222235545954,-0.0063199594001766,-0.0072166460578771,-0.007928352629814,-0.0088053707488445,-0.1529377422254298,-0.3154273255767159,-0.3715343726792844,-0.4549756820588025,-0.5111431044173519,-0.7311497410150192,-0.8377201114748555,-0.922869645922586,-1.1090779232997516,-1.455253952995219,-2.0080563548780823,-3.732852398690636,-6.918356930931953,-10.729511538913746,-15.453520787762905,-inf
0.479,2,4,0.1764483451843261,0.050754205456442,0.0075482702473791,-0.0023127368360775,-0.0026811824671814,-0.0027244161737354,-0.0028076547101676,-0.0036945140761787,-0.0037990391473876,-0.0045179158045964,-0.0047310074375456,-0.005384834116303,-0.0055744935173372,-0.006692835858538,-0.0068394053310479,-0.0086055959169181,-0.0112519008450546,-0.1437397952511982,-0.3115412268167299,-0.356914479465178,-0.4527704556806836,-0.4893355675776815,-0.715295369369507,-0.8195743500302659,-0.8906036434957527,-1.0168867948598774,-1.32746880240539,-1.9262018358027375,-3.379920523779933,-6.586845304044294,-10.935253133959916,-15.921701175418258,-inf
0.48,2,4,0.1748244762420654,0.0423555335473847,0.0015241265128953,-0.0015463686191035,-0.0023489937728047,-0.0029798964731126,-0.0035397872476746,-0.0038771491688914,-0.003884103830852,-0.0044860649487187,-0.0046005812775812,-0.0051089684369591,-0.0059094984725258,-0.0067214280295496,-0.0074075682448219,-0.0085881440993252,-0.0125977909051941,-0.1417224366110477,-0.3166365862001792,-0.3600106948655752,-0.4482854067515895,-0.5108542503620026,-0.7146202389112282,-0.8315901519309309,-0.9158271047172518,-1.0711348231219506,-1.3136978464716431,-1.9487351629119904,-3.670450516084152,-6.48728918582478,-10.971244614546666,-15.759083950987826,-inf
0.481,2,4,0.1283872127532959,0.0336803551755688,0.0019484878471977,-0.0022852958335871,-0.0024930697604164,-0.0029610569677184,-0.0034090210025176,-0.0035060666710314,-0.0046853783894267,-0.0047552132638355,-0.0052745275874212,-0.0054745983388021,-0.0056322203031067,-0.0057218790949894,-0.0074202491908016,-0.0091000101531852,-0.0095840286353422,-0.1481995975044035,-0.326005115689272,-0.3811111727638544,-0.468866384874551,-0.5151672787866634,-0.7384515718881279,-0.851438143933008,-0.946294674167,-1.0846105324063446,-1.3884401581991872,-2.001111561509351,-3.4621293449984765,-6.616701401571308,-10.742573760948792,-15.611347076617683,-inf
0.482,2,4,0.1766135692596435,0.0384453092126792,0.0063271320144305,-0.0023807307556416,-0.0023854708368979,-0.0032856196935447,-0.003298826410577,-0.0033046849316216,-0.003854545820017,-0.0049866090864796,-0.0051746860056362,-0.0056808527541303,-0.0057865950748165,-0.0063980469967891,-0.0064500225530605,-0.0088841148000168,-0.0099474007666769,-0.1462147980916756,-0.3247979258023031,-0.3625893120717994,-0.4606977385468116,-0.5047972915327178,-0.7342155625316588,-0.8607760858039951,-0.9360183863327868,-1.0383608691177366,-1.2874058206112475,-2.015543326382844,-3.40782345705758,-6.60347366863303,-11.02670722353676,-15.71307699796222,-inf
0.483,2,4,0.1774301528930664,0.0467712995155121,0.0014905454763296,-0.0026082525021383,-0.0029352429843879,-0.0030354289422977,-0.0031531657182591,-0.0036728062281798,-0.0038552983243664,-0.004781271931874,-0.0047867178477432,-0.0052669343662719,-0.0060970105778385,-0.0065872881671127,-0.0071147464142703,-0.0074640778859863,-0.0108661339068473,-0.1424991115237158,-0.3099689212212004,-0.3628922968305369,-0.4611136836530252,-0.5096209142913355,-0.7233849875766045,-0.8493862085575544,-0.9099232832793196,-1.0520036670131143,-1.2614328163260329,-1.9142904252619304,-3.6270632915201215,-6.509475014285551,-10.709608636849822,-15.552645104635625,-inf
0.484,2,4,0.2262074947357177,0.0591700580740177,0.0081040043078913,-0.0014803974743924,-0.0026233207767933,-0.0027280677857154,-0.0031773836102214,-0.0037829222141531,-0.0040890149911205,-0.0041765000872371,-0.0044830570143041,-0.0056784420426353,-0.0058376159542453,-0.0067786976440275,-0.0068380658408198,-0.0074325841058175,-0.0114742836516801,-0.1386457657660441,-0.3078639547888726,-0.3507860286822579,-0.4473739038666682,-0.4962659397572837,-0.7131294963869286,-0.8080331785891023,-0.8912867245288693,-1.0105005498440789,-1.2842547795579613,-1.9451589902753443,-3.371691122984695,-6.7995803736698335,-10.833001137109708,-15.999753330658772,-inf
0.485,2,4,0.22172212600708,0.0406821193900675,0.0084459417631004,-0.0025682131378198,-0.0028450401968223,-0.0029533979487708,-0.0030141217592739,-0.0033617626999759,-0.0039319978001917,-0.004280913792514,-0.0045123248960898,-0.0053180389643571,-0.0055481194617747,-0.0062039853906661,-0.0063899982923706,-0.0074232039775327,-0.010184148100913,-0.1451501536275031,-0.3283273193229138,-0.3692193327441108,-0.4519240708392518,-0.5105244865169357,-0.742985576014604,-0.8545283669459663,-0.9423876534947642,-1.108688658800166,-1.4605310300155698,-2.028434158489448,-3.6793668586022914,-6.596280469168417,-10.587366295031147,-inf,-inf
0.486,2,4,0.1258909702301025,0.0405740418622166,0.0024439612537891,-0.0018735728360034,-0.0019922021902016,-0.0025580989311687,-0.0036999846216146,-0.0038277496750508,-0.0040591523534104,-0.0042432012227203,-0.0047269328889265,-0.0049848104481077,-0.0057952049282467,-0.006113507964782,-0.0075195413441257,-0.0076364420154967,-0.007687748884663,-0.1455322486752745,-0.3171827061652575,-0.3675027533313597,-0.4521571308835706,-0.5048502956013167,-0.7317183572192663,-0.833145799039182,-0.9242411338566292,-1.0267574493867044,-1.294517841499416,-1.8582728352340123,-3.661688011317055,-6.742582381642713,-10.702571258244214,-15.564567923782684,-inf
0.487,2,4,0.1756963729858398,0.0415864813026308,0.0040793666672217,-0.002192685956281,-0.0025802535627747,-0.0027472654033812,-0.0032148804204757,-0.003545186475681,-0.0036846613649986,-0.0043218924413424,-0.005731096034676,-0.0057396057445206,-0.0057444069504209,-0.0061479985452618,-0.0062705912845767,-0.0079082173154245,-0.0087142686204297,-0.1474574361833634,-0.3261128565981031,-0.3599062434955316,-0.4528544379367455,-0.5122151553664573,-0.7228980845354784,-0.8423466327911061,-0.9076005232686356,-1.068702758064464,-1.4315210971992884,-1.9862697730138452,-3.643079645576439,-6.43413902190911,-10.50774635153858,-15.456051036611816,-inf
0.488,2,4,0.1728074550628662,0.0418426784774406,0.0017413111319047,-0.0013321929821825,-0.0026971989990437,-0.0028288826337778,-0.0035162806843041,-0.0035753935466483,-0.003813601006875,-0.0043714954499843,-0.0054461996983752,-0.0054772912615594,-0.0058040267493046,-0.0064605798621632,-0.0070021399085064,-0.0079178856477256,-0.0082235709093994,-0.1424936060098632,-0.3251610422089964,-0.3675744868319458,-0.45840958358433,-0.5060467414583094,-0.7418876914285101,-0.8546294024348186,-0.9288984827254104,-1.035588533795078,-1.2928506165179463,-2.1509166851128128,-3.6146073457773262,-6.7629490609337015,-10.988384411943445,-15.797062743450786,-inf
0.489,2,4,0.1757621765136718,0.0501202365665282,0.0053161471400141,-0.0007093353347861,-0.0023075030406743,-0.0027781273697885,-0.0028457839197814,-0.0039480827671948,-0.0039802487745096,-0.0041620152979911,-0.0042749014753104,-0.0055156552805476,-0.0057982952547293,-0.0058146597542312,-0.005994375811848,-0.0077470854028661,-0.0083978952219645,-0.1491813607653864,-0.312539883320856,-0.3620380122389803,-0.463800804640882,-0.5095623371899236,-0.7193073742703749,-0.8225072570660125,-0.9340284967326692,-1.0623361751382816,-1.276929444947345,-1.979730665017266,-3.669992953212218,-6.639943134979719,-10.799331221662866,-16.212821632514185,-inf
0.49,2,4,0.1761753559112548,0.0412380973940548,0.0016253474110211,-0.0016525892335165,-0.0030803267362506,-0.0031810536289993,-0.0033277528837973,-0.0033707136614015,-0.0034727610503094,-0.0050490776591751,-0.0052147880854089,-0.0053121080676551,-0.0060835965854578,-0.0061323832931523,-0.0069567285225503,-0.0085038408585483,-0.0088084755116854,-0.1518302873393258,-0.3242789019119342,-0.3795041114363812,-0.4633546075999339,-0.524281431666772,-0.7333072547669297,-0.8423705648825648,-0.9594061103655744,-1.1178486144871005,-1.3701157159577475,-2.1356288670695176,-3.7941353201994312,-6.724839335469635,-10.758068842375968,-16.211117247404463,-inf
0.491,2,4,0.1790063381195068,0.045986149361816,0.0012429236069095,-0.0027681836445821,-0.0029154182734095,-0.0029561939932601,-0.0036683361157763,-0.0038581532755295,-0.0038861028213729,-0.0041393604225507,-0.0041542060729684,-0.005672981267167,-0.0061842396461715,-0.0067265065469238,-0.0069143896929979,-0.008331254257775,-0.0100425497985223,-0.148331776411302,-0.3274186149780199,-0.3789157801978314,-0.4758796312062271,-0.5201620705432881,-0.7231440257975202,-0.8548125503507807,-0.9659271760205612,-1.0948547057718838,-1.3214212395961904,-2.049533297559321,-3.632235612513173,-6.638135665311997,-11.175968840641298,-16.339724462339184,-inf
0.492,2,4,0.2202215194702148,0.0494761042180185,0.0013005237136823,-0.0018347726970187,-0.0024158213133635,-0.0025679195721223,-0.0032729217919543,-0.0033584300830986,-0.0038228639321394,-0.004413643825084,-0.0045958697261906,-0.0058618234277538,-0.005980879285535,-0.0065059520243817,-0.0073021486884093,-0.0077306999007462,-0.0090327325157605,-0.1476580568081218,-0.3271032281466149,-0.3719636987392278,-0.4718115537568005,-0.5172097230864405,-0.7295542804295538,-0.8662035374868344,-0.950024335197068,-1.087797747184429,-1.3464431757456208,-1.8645069613921488,-3.443493855602718,-6.7739886791794905,-11.04726564260869,-inf,-inf
0.493,2,4,0.2285304069519043,0.0372366020555948,0.000573284611549,-0.0026288496914114,-0.0028382270413953,-0.0029565071911849,-0.0032037507454319,-0.0041651097175086,-0.0041902326154874,-0.0044294131343351,-0.0050375228310862,-0.0056335978699167,-0.0058736983498301,-0.0059996786818683,-0.0064530485074191,-0.0087590052051076,-0.009488069569664,-0.1483050754942793,-0.328319801699368,-0.3830516179664404,-0.471387966269957,-0.5224279593686304,-0.7423862311498517,-0.8691175291779953,-0.955345333406785,-1.1652412511838888,-1.3952513125403434,-2.097418878007091,-3.81869357223854,-6.729193451414196,-10.656976072809575,-inf,-inf
0.494,2,4,0.221912145614624,0.0374365012178683,0.005102736903455,-0.0016774880456251,-0.0017222685091798,-0.0017897115377783,-0.0023605662503208,-0.0033120381466569,-0.0040929152222436,-0.0043717266133611,-0.0043899458229411,-0.005310301501056,-0.0054264268222512,-0.0057906443465952,-0.0064045319420023,-0.0068014611397566,-0.0084712843366974,-0.1507645979549061,-0.333498220981866,-0.3786040484695562,-0.468990143413158,-0.5323296128465821,-0.7447600259357363,-0.8691886346758446,-0.9836959185110872,-1.1146972031646742,-1.3993092702745584,-1.956239047940578,-3.650922340460856,-6.830699355504423,-10.69159318147556,-inf,-inf
0.495,2,4,0.2232387065887451,0.0449287869934864,0.0066867385550311,-0.0018349867965218,-0.0024852785731817,-0.0028668537464045,-0.0030336643213788,-0.0034172877353742,-0.0035666450850589,-0.0041608905015351,-0.0047249195945997,-0.0055597254674142,-0.0056772266215984,-0.0057901101562456,-0.006316101376495,-0.0087871644932249,-0.0100263362916958,-0.1501008922068771,-0.3317279007601885,-0.3735894293928586,-0.4694524374646092,-0.5297994809979706,-0.7282032807160362,-0.8581567806140022,-0.9455497891771552,-1.0853287410919048,-1.3761933384611045,-2.0811006931020155,-3.575395699001888,-6.859257347193597,-11.054869142171428,-inf,-inf
0.496,2,4,0.1762275695800781,0.0486165123158744,0.0045610984239549,-0.001398189315475,-0.0025377342946514,-0.0027802557562124,-0.0034518331308274,-0.0037509632700212,-0.003801064445182,-0.004074079762146,-0.0044172578716215,-0.0057565281040165,-0.006101088965464,-0.0061120083896982,-0.006497233484776,-0.0074832487624256,-0.0097956476508542,-0.1401342441677194,-0.3060401444194777,-0.3616942326520874,-0.4428872447570864,-0.5105664443229739,-0.7079994503718823,-0.8232477041089286,-0.9268394653034028,-1.066119731596471,-1.2927838106855123,-2.086389621073749,-3.6603707753499104,-6.7335013672266335,-11.383942421281157,-17.011396962920927,-inf
0.497,2,4,0.1255171298980713,0.0436556201858847,0.0038611736068864,-0.001359662918312,-0.0015846565123316,-0.0024951060457475,-0.0029392655784665,-0.0037183636084327,-0.0037426924186032,-0.0038800247100371,-0.0039363500562679,-0.0054688076716896,-0.0060015289188484,-0.0063701088797495,-0.0067498777208364,-0.0075846238158438,-0.0125919999356263,-0.1506648907032055,-0.324920808589203,-0.3733275123094097,-0.4629181418629692,-0.5170738728810559,-0.7421461146493682,-0.8209137876699746,-0.9256487029763932,-1.0577876756603877,-1.315757697755173,-1.862551675260309,-3.5708433117885963,-7.034775541576343,-10.73295093890443,-16.081610093143794,-inf
0.498,2,4,0.1778233051300048,0.0471013753417062,0.0085405566488061,-0.0020624316185396,-0.0020807916051863,-0.0027825923830769,-0.0030857844652758,-0.0033444450266744,-0.0042762334991864,-0.0045578783519046,-0.0046336185927318,-0.0052743785900172,-0.0056638576262653,-0.0061295046272933,-0.0062808115944265,-0.0078231887924021,-0.0084332265567015,-0.1520068587936784,-0.3232497493825595,-0.3807179434039111,-0.4650204274047751,-0.5219720883247595,-0.7245752518861395,-0.8490611741958313,-0.9470889830515444,-1.0913485871214434,-1.3828174618503677,-2.1627551503036684,-3.739059050106412,-7.148274177108908,-11.56278520668358,-16.49100596773009,-inf
0.499,2,4,0.2258176803588867,0.0492756359584185,-0.0001378272946676,-0.0015903870019521,-0.0027260863115402,-0.0028321575335544,-0.0031159281920926,-0.0034353993610835,-0.0036795976639703,-0.0044143854095157,-0.0048757133304026,-0.0054554285833576,-0.0060996959325401,-0.0063020706757135,-0.0067578513301968,-0.0081376933442794,-0.00914782775612,-0.158669063703864,-0.3266255426832433,-0.3835976027909206,-0.471558220383694,-0.5307182595330582,-0.7303907369569914,-0.8541260069751389,-0.94751382104326,-1.08557876345384,-1.3314275156561932,-2.1284644547258367,-3.783307120681018,-7.336920240436798,-11.429830292691204,-inf,-inf
0.5,2,4,0.2261230945587158,0.046931187135648,-0.0001497275017541,-0.0020201591724667,-0.0020334427811712,-0.0028332891826656,-0.0031339073275463,-0.0031350494051787,-0.0038445810642445,-0.0044659696094683,-0.0049920655783206,-0.0054263500110713,-0.0055403837104981,-0.0062906019887053,-0.0063484267369709,-0.0078970589185879,-0.0083313443826585,-0.1568551431038068,-0.3297120256895897,-0.3805077414730338,-0.4704089636166232,-0.5278157980703171,-0.734188045879715,-0.8502827671220697,-0.9687747445932068,-1.0701334473728097,-1.3470747302457844,-2.0496022395802003,-3.5180713599923097,-7.172176085654082,-11.6067126304973,-inf,-inf
0.501,2,4,0.1268641948699951,0.0541065471122729,0.0088523561907207,-0.0014308411422433,-0.0022878769582125,-0.0027780358327125,-0.0031802615577329,-0.0033741903015458,-0.0037985313874747,-0.0041352214509897,-0.004362889898006,-0.0056601456887536,-0.0058363493883184,-0.006102380525353,-0.0066752377847884,-0.0080457179946181,-0.010700992882448,-0.1469051311529426,-0.3078502903039202,-0.3590536557739257,-0.4403366176399133,-0.4984560889413654,-0.7045877315526101,-0.8268320825652224,-0.9364366930548188,-1.1158537335766787,-1.4732766024879005,-2.114588954507556,-3.782388618937527,-7.169688608350068,-11.5105533670915,-16.86323867089028,-inf
0.502,2,4,0.1727101802825927,0.0612368232239168,0.0056751490458759,-0.0014010140771839,-0.0023483280718008,-0.0025450257418929,-0.0027061742548486,-0.0034391301316857,-0.0038975774047346,-0.0043747139279796,-0.0045451098559227,-0.0055152583708361,-0.0059434950026311,-0.0061908634711688,-0.0066390873879921,-0.007438073790599,-0.0112678299422606,-0.149094337284886,-0.3138829580651981,-0.3660583303578941,-0.4540684220549562,-0.5001433390286505,-0.7058249702558956,-0.8340801678817074,-0.9308102220040506,-1.0985607529009929,-1.4000274666263233,-2.1714235754597078,-3.733816618601301,-6.809130408770232,-11.121402675937382,-16.671487499921557,-inf
0.503,2,4,0.1759920120239257,0.0432991229550121,-0.0010430607651832,-0.0025796555496476,-0.0027531952391536,-0.0027757318516982,-0.0034337654565256,-0.0035040179971939,-0.0041208576896009,-0.0050084625956475,-0.0050502274399668,-0.005345884931399,-0.0059906370693033,-0.0061994061009964,-0.0066229721437659,-0.0087504968891586,-0.0090728343629602,-0.1526168868000172,-0.3311876814041259,-0.37758930307861,-0.4635910825273985,-0.5245432731337634,-0.7250679419158896,-0.8518513371972997,-0.9739885101833038,-1.1388552909291183,-1.5038671994212296,-2.23087157488834,-3.7739020260461977,-6.910710787893346,-11.588898328747868,-16.579806269987465,-inf
0.504,2,4,0.1751608848571777,0.0501401634163501,0.0042011596430523,-0.0015611046793769,-0.0018590114170815,-0.0024616388806216,-0.0026571331495024,-0.0033132280241976,-0.0036024785769434,-0.0039507886768435,-0.0047502740366095,-0.0052614157212952,-0.0060105838411233,-0.0060510691317342,-0.0061691213143029,-0.007540755470591,-0.0076675699540924,-0.1429842569045228,-0.3297584101416199,-0.3780152538062404,-0.4680388737420973,-0.5277633091498635,-0.7536383891758442,-0.87438600065768,-0.9738935819568264,-1.1595109016754923,-1.4465858030944134,-2.198228505193853,-3.87888043932516,-6.899344914764282,-10.499680977838183,-15.075876169671467,-inf
0.505,2,4,0.1824092864990234,0.0359887230377261,0.001731149865142,-0.0017240041487255,-0.0023862279973635,-0.0026568401724177,-0.0033663675169076,-0.0038282510778096,-0.0043442773020005,-0.0048956666611348,-0.0050214458741129,-0.0053874368854873,-0.0056423575815308,-0.0061501947667519,-0.0065806321108368,-0.0079347102829982,-0.0086197797363671,-0.1543239076558545,-0.3392062279422626,-0.3904844086624102,-0.4900576040892096,-0.5341660407697135,-0.7651738449355,-0.8710447703164454,-0.9781615040678556,-1.1229868852097744,-1.3989675625401568,-2.146829458685892,-4.005902497559195,-7.120900841392872,-11.167769748149873,-15.701739994563528,-inf
0.506,2,4,0.1772365570068359,0.0495137833400179,0.0034436584449103,-0.0019507202242564,-0.0028465389890695,-0.0030297142010923,-0.0039240355178253,-0.0039273717155118,-0.0040673499144188,-0.0045604922554551,-0.0055751213487585,-0.0056573545833109,-0.006077862569885,-0.006765994840091,-0.0071791284876476,-0.0076317884627404,-0.0099899200581833,-0.1442530967086333,-0.3205743685868961,-0.3684192060768411,-0.4615434706653466,-0.5142015567448516,-0.7175961249217923,-0.8584017455338336,-0.9696187253446698,-1.1842193405157562,-1.485288978563679,-2.219701734167498,-3.876783612664028,-6.7840198952917286,-11.183063843245447,-16.38671787705577,-inf
0.507,2,4,0.230696439743042,0.0374635329818472,-0.0004418777327904,-0.0019545500929377,-0.0022706707487006,-0.0027317812212622,-0.0030801405296423,-0.0038675987684271,-0.0043045934708718,-0.0052022223849205,-0.0054495333850793,-0.0060442962890055,-0.0063179117280631,-0.0065828283567668,-0.0068517458908861,-0.006982258694672,-0.0145987569098195,-0.1415066893680533,-0.3378775172890497,-0.3851851663613816,-0.4760421005333875,-0.5283867262136873,-0.7233713066270796,-0.8672508689910619,-0.9818202662123424,-1.1453900212296786,-1.4129991313165344,-2.3144666522830346,-4.048482328995847,-7.367082468152893,-11.660169662025451,-inf,-inf
0.508,2,4,0.1282062530517578,0.0376352737853942,0.0035920936726989,-0.0024340031368071,-0.0026901821281341,-0.0032718594474353,-0.0034684946431363,-0.0036853234661117,-0.0037562564928036,-0.0046213538421332,-0.0046283258801635,-0.0054827753222498,-0.0060396469627783,-0.0061754895201271,-0.0066640432528122,-0.0105752303530423,-0.0107885974352979,-0.1469652980051065,-0.3366671091253836,-0.3807687955853294,-0.4707374021782278,-0.528618276682026,-0.724834151840978,-0.867881599410799,-0.9800193036395604,-1.178136986482525,-1.5212919820115474,-2.2614461014693856,-3.795969910824488,-6.848289483831019,-10.811325778967634,-16.25725546658385,-inf
0.509,2,4,0.17616868019104,0.0402554696000479,0.0013696936451221,-0.0020912379274372,-0.0025921066793903,-0.0028387651771308,-0.0032028392383712,-0.0035853567220999,-0.0041096199482547,-0.0046756634750296,-0.005216787117078,-0.0052331263088273,-0.0055213827727864,-0.0061944206391206,-0.0063481445168387,-0.0081524532224515,-0.0085673453841319,-0.1598965953234321,-0.3380296403520777,-0.3932024290134229,-0.4901769892967857,-0.5303037872486468,-0.7370385776326734,-0.8919424545727646,-0.997268880694426,-1.135909694902172,-1.5217137133361924,-2.3086099308617074,-3.989572923073532,-6.923586226773756,-11.41055364572288,-16.454290209703277,-inf
0.51,2,4,0.1864547729492187,0.0461619924330978,0.0039453386416579,-0.0021585191272422,-0.0023317579575335,-0.0023650218136617,-0.0032191373158351,-0.0037811686206397,-0.0047479574818392,-0.0047666479658419,-0.0051228705242062,-0.0060701018284536,-0.0061116629376233,-0.0062381277682886,-0.0063483172356944,-0.0079716403428281,-0.0085405721347668,-0.1527520971539692,-0.3258809400717767,-0.3810018012696402,-0.4767977206803809,-0.5195502762997595,-0.7054682142394728,-0.8638014775026649,-1.0209297527467236,-1.272493101811507,-1.5666409795558631,-2.3529488518388977,-3.827491277421696,-6.8200774099550845,-11.206293370197857,-16.51466514506365,-inf
0.511,2,4,0.2226316928863525,0.0446283456045276,0.0037697916006966,-0.0020477240037565,-0.0024357093195839,-0.0026283480140717,-0.0035754615134758,-0.0036628839246774,-0.0038058801881021,-0.0040982693922194,-0.0042224731202019,-0.0055970538861703,-0.005879803981426,-0.0061137223368856,-0.0068883278553208,-0.0094400136317713,-0.0112006778022513,-0.1480151842711813,-0.3368705299998235,-0.380925710186266,-0.4697785624248067,-0.5253568933581605,-0.709885169573641,-0.8800993472772819,-1.0085763443574765,-1.153575134140852,-1.3312726130460777,-2.3148812835351817,-3.878362355017914,-6.87460407418456,-11.529960558604214,-inf,-inf
0.512,2,4,0.2239022254943847,0.0394397515370196,0.0034833175250602,-0.0023904073882604,-0.0024477859114201,-0.0024681078828272,-0.0034701796571346,-0.0035808541029811,-0.0038839554368071,-0.0041910402962461,-0.0044433649129249,-0.0053401151614385,-0.0060849367939135,-0.006465497481905,-0.0067173688026029,-0.0084692705823761,-0.0091395865674071,-0.1499753170467977,-0.3537605784856035,-0.4029807755385485,-0.4916233586470392,-0.5420067064433567,-0.7400210210900284,-0.8836635279705036,-0.9991247384487006,-1.2026900921718715,-1.5112680875870192,-2.2467229674592475,-4.05248554546225,-7.379696361947483,-11.429659874985049,-inf,-inf
0.513,2,4,0.231764554977417,0.0392080442563261,0.0014611655417712,-0.0023384531634463,-0.0028036097269095,-0.0028407592788934,-0.0038018378687973,-0.0042256988157893,-0.004348986010041,-0.0045223082425743,-0.0050327071082371,-0.0054924296560544,-0.0056950586644169,-0.005768906421233,-0.0059614810111413,-0.0072276391819515,-0.0130966856170646,-0.1530476974420879,-0.3449416726678269,-0.4006289778798288,-0.4923479914703224,-0.5398464679412612,-0.7632653467882468,-0.9022766385643572,-1.0077713499912435,-1.170507623692798,-1.6186471480015538,-2.3025226992304813,-3.6665682631767975,-7.090781603898652,-11.253016579390076,-15.61966518831592,-inf
0.514,2,4,0.2274584770202636,0.0333907155366836,-0.0018541176022967,-0.0026856162101553,-0.0027679274972829,-0.0030967841948941,-0.0031030077328808,-0.0035294269857224,-0.0038501993274571,-0.005010597201752,-0.0050284456296365,-0.0054507356187559,-0.0059252249410528,-0.0059469918661211,-0.0061418059653493,-0.0082496602596868,-0.0086214205443027,-0.1613996504937825,-0.3576199022913256,-0.4001391814902114,-0.500631103126642,-0.5647437018245615,-0.7724307562053946,-0.8886184099169094,-1.0249025507050222,-1.234182651908034,-1.5998517762050364,-2.3443614369210426,-3.732730989918412,-7.159254266685177,-11.404827050357277,-inf,-inf
0.515,2,4,0.2287659645080566,0.0433238359946511,0.0036623765151957,-0.0014326402802324,-0.0020626673263824,-0.0029190929625653,-0.0035853492333243,-0.00369514486799,-0.0046213987808431,-0.004873723530967,-0.0053291986124838,-0.0057149869114605,-0.0058412644514892,-0.0061119136290364,-0.0074280653305947,-0.0077451644737472,-0.0082310703367363,-0.1527413574423568,-0.341844975442133,-0.3863533966902606,-0.4798247442823333,-0.5293657997862955,-0.7296262251979875,-0.8810423012563837,-0.9867662057114236,-1.1358912061966917,-1.448296859566396,-2.175412430828493,-3.836581989418375,-7.153698834415413,-11.484112457783215,-inf,-inf
0.516,2,4,0.1767609119415283,0.0402104290842355,-4.474714266849106e-05,-0.0021792272833884,-0.0023817188296065,-0.0029899331293332,-0.0034515141960285,-0.0035624678922837,-0.00404447059401,-0.004385269323532,-0.0051250924132052,-0.0058549185843617,-0.0059859476525268,-0.0064402776383568,-0.0074799402348442,-0.009090076452779,-0.009811367085383,-0.1543785888885543,-0.3394499964766136,-0.3917316586022749,-0.4787944266410067,-0.5290267999831655,-0.7224584239721945,-0.8833108740735937,-1.0217188335592169,-1.2093166984316464,-1.485717838204164,-2.314482367133368,-3.965938808434946,-7.021411408311737,-11.65911069255475,-16.762032934057643,-inf
0.517,2,4,0.1772990226745605,0.0434661546998884,0.0025522844363477,0.0005574929693205,-0.0021712655243647,-0.0026665651129713,-0.0031142863770316,-0.0036410848097428,-0.0037841978241046,-0.0038855689153269,-0.0044560840064219,-0.0055309590328532,-0.006022476117013,-0.0060716437313877,-0.0065995234969622,-0.0074685075625964,-0.008575154946956,-0.157333436044833,-0.3501539025637991,-0.3941315554717549,-0.4829341882159033,-0.5462784559696302,-0.7177891659548279,-0.892258206823799,-0.9980255789022364,-1.1342174775817115,-1.499417114020164,-2.14053510431759,-3.8593509265490487,-7.43190801419749,-11.834009344252564,-16.185638164806257,-inf
0.518,2,4,0.1770510673522949,0.0479020703332807,0.003490598626373,-0.0003963309025936,-0.0014090876630686,-0.0020938027959225,-0.0026301353449615,-0.003644619747745,-0.0036656964873581,-0.0045944406309508,-0.0047251896219997,-0.0058993145041966,-0.006007265028419,-0.0060550959183925,-0.0060734176339996,-0.0080937768479801,-0.008205316515364,-0.1561741851302981,-0.3393544540773325,-0.3869224242154027,-0.4864244695632839,-0.5366498872885798,-0.7117931597243504,-0.8984073489095462,-0.9790499856394028,-1.129875985361264,-1.4268376096255295,-2.1726223793528416,-3.7912516142238464,-7.1247250145277405,-11.2349703602808,-16.147959051931828,-inf
